pert_iname,n_cell_lines,cell_lines,n_total_signatures
PTB1,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
PP-110,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",95
CD-437,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",95
BRD-A83255679,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",71
BRD-A81936046,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
PP-30,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
BRD-K21614065,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",72
PF-750,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
AZD-7545,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
BRD-K40758391,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",110
PRIMA1,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
AR-C133057XX,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
CAY-10618,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
mepacrine,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",111
CAY-10594,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
PJ-34,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",95
PIK-90,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
PKCbeta-inhibitor,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
BRD-K56477805,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",74
7b-cis,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
RG-108,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
ABT-751,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
"9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide",51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
thioridazine,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",208
BRD-K84924563,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
7-nitroindazole,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",72
batimastat,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
blebbistatin,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
bortezomib,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",120
AICA-ribonucleotide,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",59
BRD-K86682249,51,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",74
artesunate,50,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",105
RITA,50,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",58
BRD-K76188144,50,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",58
BAY-11-7082,50,"['A375', 'A549', 'A673', 'AGS', 'ASC', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'NPC', 'OV7', 'PC3', 'PHH', 'PL21', 'RKO', 'RMUGS', 'SKB', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP']",71
BRD-K77432048,50,"['A375', 'A549', 'A673', 'AGS', 'CORL23', 'COV644', 'DV90', 'EFO27', 'H1299', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",102
TL-HRAS-61,50,"['A375', 'A549', 'A673', 'AGS', 'CL34', 'CORL23', 'COV644', 'DV90', 'EFO27', 'HA1E', 'HCC15', 'HCC515', 'HCT116', 'HEC108', 'HEPG2', 'HT115', 'HT29', 'JHUEM2', 'LOVO', 'MCF7', 'MDST8', 'NCIH1694', 'NCIH1836', 'NCIH2073', 'NCIH508', 'NCIH596', 'NOMO1', 'OV7', 'PC3', 'PL21', 'RKO', 'RMGI', 'RMUGS', 'SKLU1', 'SKM1', 'SKMEL1', 'SKMEL28', 'SNGM', 'SNU1040', 'SNUC4', 'SNUC5', 'SW480', 'SW620', 'SW948', 'T3M10', 'THP1', 'TYKNU', 'U937', 'VCAP', 'WSUDLCL2']",162
